1000049 德赛电池 35
1002594 比亚迪 36
0600000 浦发银行 10
0601555 东吴证券 7.5
0600547 山东黄金 16
1300262 巴安水务 16
1000663 永安林业 10
1002259 升达林业 5
0601169 北京银行 7
0600016 民生银行 6.5
0600559 老白干 21
1000799 酒鬼酒 11
0600609 金杯汽车 2.8
1000625 长安汽车 9.5
0600209 罗顿发展 8
0600613 神奇制药 15

